dis_name,instagram_link,short_info,region,founded,owner,status,website,open_for_visits,capacity,types,cereals,water,longitude,latitude,url
Old Forge,https://www.instagram.com/oldforgedistillery,,"Tennessee, United States",1983,,operational,oldforgedistillery.com,Yes,,"bourbon, moonshine",,,-83.55347,35.78855,https://whiskey-map.com/distillery/old-forge/1847
Old Fourth,https://www.instagram.com/oldfourthdistillery,,"Georgia, United States",2014,,operational,o4d.com,Yes,,bourbon,,,-84.37164,33.7542,https://whiskey-map.com/distillery/old-fourth/1848
Old Home Distillers,https://www.instagram.com/oldhomedistillers,,"New York, United States",2015,,operational,www.oldhomedistillers.com,No,,"single malt, bourbon, rye, moonshine",,,-75.65516,42.76684,https://whiskey-map.com/distillery/old-home-distillers/1852
Old Humble Distilling,,,"Texas, United States",1752,,operational,www.oldhumbledistilling.com,Yes,,"bourbon, rye",,,-95.19995,29.99724,https://whiskey-map.com/distillery/old-humble-distilling/1853
Old Line Spirits,https://www.instagram.com/oldlinespirits,,"Maryland, United States",2017,,operational,www.oldlinespirits.com,Yes,,single malt,,,-76.56104,39.29039,https://whiskey-map.com/distillery/old-line-spirits/1855
Old Midleton,,,"Munster, Ireland",1825,Irish Distillers Ltd.,closed,www.discoveringireland.com/vacations/old-midleton-distillery,Yes,,rye,,,-8.16834,51.91365,https://whiskey-map.com/distillery/old-midleton/1856
Old Nick Williams Co.,,,"North Carolina, United States",1768,,operational,oldnickwhiskey.com,Yes,,bourbon,,,-80.47238,36.07266,https://whiskey-map.com/distillery/old-nick-williams-co/1857
Old Raven,,,"Styria, Austria",-,Andreas Schmidt,operational,www.oldraven.at,Yes,,single malt,,,16.02042,47.36908,https://whiskey-map.com/distillery/old-raven/1859
Old Scotland Road,https://www.instagram.com/old_scotland_rd_distillery,,"New York, United States",2019,,operational,oldscotlandroaddistillery.com,Yes,,"bourbon, moonshine",,,-78.47612,43.03814,https://whiskey-map.com/distillery/old-scotland-road/1863
Old Sugar,,,"Wisconsin, United States",2010,,operational,oldsugardistillery.com,Yes,,bourbon,,,-89.37058,43.08249,https://whiskey-map.com/distillery/old-sugar/1864
Old Town Distilling,https://www.instagram.com/oldtowndistilling,,"Colorado, United States",2005,,operational,oldtowndistilling.com,No,,"bourbon, rye, moonshine",,,-105.05037,40.59144,https://whiskey-map.com/distillery/old-town-distilling/1866
Old Trestle,https://www.instagram.com/oldtrestle,,"California, United States",2012,,operational,www.oldtrestle.com,No,,"single malt, bourbon",,,-120.19414,39.32124,https://whiskey-map.com/distillery/old-trestle/1867
Olde Raleigh,https://www.instagram.com/olderaleighdistillery,,"North Carolina, United States",2017,,operational,olderaleighdistillery.com,Yes,,bourbon,"barley, rye, corn, wheat",,-78.31375,35.82231,https://whiskey-map.com/distillery/olde-raleigh/1869
Ole Smoky,https://www.instagram.com/olesmoky,,"Tennessee, United States",2010,,operational,olesmoky.com,Yes,,"blended, bourbon, moonshine",,,-83.51946,35.71117,https://whiskey-map.com/distillery/ole-smoky/1870
One Eight Distilling,https://www.instagram.com/districtmadespirits,,"District of Columbia, United States",2013,-,closed,www.districtmadespirits.com,No,,bourbon,,,-76.9888,38.91332,https://whiskey-map.com/distillery/one-eight-distilling/1871
Oola,https://www.instagram.com/ooladistillery,,"Washington, United States",2010,Kirby Kallas-Lewis,operational,ooladistillery.com,Yes,,bourbon,,,-122.33713,47.5593,https://whiskey-map.com/distillery/oola/1873
Oppidan Spirits,https://www.instagram.com/oppidanspirits,,"Illinois, United States",2015,,operational,www.oppidanspirits.com,Yes,,"bourbon, rye",,,-87.83238,42.36251,https://whiskey-map.com/distillery/oppidan-spirits/1874
Orange County Distillery,https://www.instagram.com/orangecountydistillery,,"New York, United States",2014,,operational,www.orangecountydistillery.com,Yes,,"single malt, bourbon, rye",,,-74.39033,41.35277,https://whiskey-map.com/distillery/orange-county-distillery/1875
Orcas Island,https://www.instagram.com/orcasdistillery,,"Washington, United States",2014,,operational,orcasislanddistillery.com,Yes,,bourbon,,,-122.9065,48.69562,https://whiskey-map.com/distillery/orcas-island/1876
Oregon Spirit Distillers,https://www.instagram.com/oregonspiritdistillers,,"Oregon, United States",2009,,operational,oregonspiritdistillers.com,Yes,,"bourbon, rye",,,-121.30539,44.05753,https://whiskey-map.com/distillery/oregon-spirit-distillers/1877
Osuzuyama,https://www.instagram.com/kurokihonten_osuzuyama,,"Kyushu, Japan",2020,Kuroki Honten Co. Ltd.,operational,-,No,,blended,,,131.50786,32.13049,https://whiskey-map.com/distillery/osuzuyama/1880
Ouche Nanon,,,"Centre-Val de Loire, France",2010,,operational,www.ouche-nanon.fr,Yes,,single malt,barley,,2.78393,46.93075,https://whiskey-map.com/distillery/ouche-nanon/1882
Ozark,,,"Missouri, United States",-,,operational,ozarkdistillery.com,Yes,,"bourbon, moonshine",,,-92.70688,38.13298,https://whiskey-map.com/distillery/ozark/1885
Pacific Coast Spirits,,,"California, United States",2015,,operational,paccoastspirits.com,Yes,,"single malt, bourbon, rye",,,-117.37562,33.19151,https://whiskey-map.com/distillery/pacific-coast-spirits/1886
Painted Stave Distilling,https://www.instagram.com/paintedstavedistilling,,"Delaware, United States",2013,,operational,www.paintedstave.com,Yes,,"bourbon, rye",,,-75.60854,39.29946,https://whiskey-map.com/distillery/painted-stave-distilling/1887
Palmetto,https://www.instagram.com/palmettodistillery,,"South Carolina, United States",2011,The Boggs Brothers,operational,www.palmettodistillery.com,Yes,,"bourbon, moonshine",,,-82.65219,34.5028,https://whiskey-map.com/distillery/palmetto/1890
Panther,,,"Minnesota, United States",2011,Adrian Panther,operational,www.pantherdistillery.com,Yes,,bourbon,,,-95.14726,45.86444,https://whiskey-map.com/distillery/panther/1893
Pauley Hollow,https://www.instagram.com/pauley_hollow_distillery_llc,,"Kentucky, United States",-,,operational,www.pauleyhollowdistillery.com,No,,"bourbon, moonshine",,,-82.30325,37.62569,https://whiskey-map.com/distillery/pauley-hollow/1898
Peach Street Distillers,https://www.instagram.com/peachstreetdistillers,,"Colorado, United States",2005,"Moose Konns, Rory Donovan, Davy Lindig",operational,peachstreetdistillers.com,Yes,,"bourbon, rye",,,-108.35265,39.11127,https://whiskey-map.com/distillery/peach-street-distillers/1899
Pearse Lyons,https://www.instagram.com/pearselyonsdistillery,,"Leinster, Ireland",2017,,operational,www.pearselyonsdistillery.com,Yes,,"blended, irish",,,-6.28983,53.3435,https://whiskey-map.com/distillery/pearse-lyons/1901
Peloni,,,"Lombardy, Italy",-,,operational,www.peloniliquori.it,No,,single malt,,,10.37624,46.46707,https://whiskey-map.com/distillery/peloni/1903
Pennington Distilling Co.,https://www.instagram.com/davidsonreserve,,"Tennessee, United States",2011,,operational,penningtondistillingco.com,Yes,,bourbon,,,-86.83964,36.15838,https://whiskey-map.com/distillery/pennington-distilling-co/1909
Philadelphia Distilling,https://www.instagram.com/philadelphiadistilling,,"Pennsylvania, United States",2005,,operational,www.philadelphiadistilling.com,Yes,,"bourbon, moonshine",,,-75.1354,39.96563,https://whiskey-map.com/distillery/philadelphia-distilling/1916
Piedmont Distillers,,,"North Carolina, United States",2005,,operational,www.piedmontdistillers.com,Not at the moment,,"bourbon, moonshine",,,-79.94791,36.35467,https://whiskey-map.com/distillery/piedmont-distillers/1919
Pinckney Bend,https://www.instagram.com/pinckneybend,,"Missouri, United States",2011,,operational,pinckneybend.com,Yes,,"bourbon, moonshine",,,-91.21361,38.61447,https://whiskey-map.com/distillery/pinckney-bend/1923
Pine Bluffs Distilling,https://www.instagram.com/pinebluffsdistilling,,"Wyoming, United States",2017,,operational,www.pinebluffsdistilling.com,Yes,,"bourbon, rye",,,-104.0663,41.19364,https://whiskey-map.com/distillery/pine-bluffs-distilling/1924
Pine Tavern,https://www.instagram.com/pinetaverndistillery,,"New Jersey, United States",2016,,operational,pinetaverndistillery.com,Yes,,"bourbon, rye, moonshine",,,-75.19702,39.61603,https://whiskey-map.com/distillery/pine-tavern/1925
Pinetop,https://www.instagram.com/pinetopdistillery,,"North Carolina, United States",2014,,operational,pinetopdistillery.com,Yes,,moonshine,,,-78.62099,35.80882,https://whiskey-map.com/distillery/pinetop/1926
Pittsburgh Distilling Company,,,"Pennsylvania, United States",2012,,operational,wiglewhiskey.com,Yes,,"bourbon, rye",,,-79.98141,40.45429,https://whiskey-map.com/distillery/pittsburgh-distilling-company/1928
Pittyvaich,,,"Speyside, United Kingdom",1974,United Distillers,demolished,-,,,"blended, single malt",barley,Bailliemore and Convalleys,-3.12855,57.43736,https://whiskey-map.com/distillery/pittyvaich/1929
Poli,https://www.instagram.com/poli_grappa,,"Veneto, Italy",1898,,operational,www.poligrappa.com,Yes,,pure malt,,,11.64588,45.70195,https://whiskey-map.com/distillery/poli/1933
Popcorn Sutton,,,"Tennessee, United States",-,Marvin Sutton,closed,popcornsutton.com,No,,,,,-83.22526,35.97546,https://whiskey-map.com/distillery/popcorn-sutton/1935
Port Charlotte,,,"Islay, United Kingdom",1829,The Bruichladdich Distillery Co. Ltd,closed,lochindaaldistillery.com,No,,single malt,,,-6.38038,55.7412,https://whiskey-map.com/distillery/port-charlotte/1936
Port Chilkoot,https://www.instagram.com/portchilkootdistillery,,"Alaska, United States",2012,Heather Shade & Sean Copeland,operational,www.portchilkootdistillery.com,Yes,,bourbon,,,-135.44203,59.22827,https://whiskey-map.com/distillery/port-chilkoot/1937
Port Dundas,,,"Lowlands, United Kingdom",1811,Diageo,closed,en.wikipedia.org/wiki/Port_Dundas,No,,single malt,,,-4.25022,55.87323,https://whiskey-map.com/distillery/port-dundas/1938
Port Ellen,,,"Islay, United Kingdom",1825,,closed,-,No,,single malt,,,-6.19723,55.63376,https://whiskey-map.com/distillery/port-ellen/1939
Preservation,https://www.instagram.com/preservation_distillery,,"Kentucky, United States",2014,,operational,www.preservationdistillery.com,Yes,,bourbon,,,-85.49252,37.78695,https://whiskey-map.com/distillery/preservation/1943
Preussischer Whisky,https://www.instagram.com/preussischer_whisky,,"Brandenburg, Germany",-,-,operational,www.preussischerwhisky.de,No,,single malt,barley,,14.07327,53.10588,https://whiskey-map.com/distillery/preussischer-whisky/1945
Prichard's,https://www.instagram.com/prichardspirits,,"Tennessee, United States",1997,Phil Prichard,operational,prichardsdistillery.com,Yes,,"bourbon, rye, moonshine",,,-86.46193,35.12725,https://whiskey-map.com/distillery/prichards/1946
Proof Artisan Distillers,https://www.instagram.com/proofartisandistillers,,"Nevada, United States",2014,,operational,proofdistillers.com,Yes,,"blended, bourbon",,,-96.78563,46.87994,https://whiskey-map.com/distillery/proof-artisan-distillers/1952
Puni,https://www.instagram.com/punidistillery,,,,,operational,www.puni.com,Yes,,single malt,barley,,10.56197,46.66974,https://whiskey-map.com/distillery/puni/1953
Qvänum Mat & Malt,https://www.instagram.com/qvanum,,"Västra Götalands, Sweden",2004,,operational,qmm.se,No,,"single malt, bourbon",,,13.15845,58.2875,https://whiskey-map.com/distillery/qvanum-mat-malt/1956
R6,https://www.instagram.com/r6distillery,,"California, United States",2014,,operational,r6distillery.com,Not at the moment,,bourbon,,,-118.40581,33.91651,https://whiskey-map.com/distillery/r6/1960
Radermacher,https://www.instagram.com/distillerie.radermacher,,"Liège, Belgium",1836,,operational,www.distillerie.biz,Not at the moment,,single malt,,,6.12248,50.67156,https://whiskey-map.com/distillery/radermacher/1965
Radico Khaitan,https://www.instagram.com/radicokhaitan,,"Uttar Pradesh, India",1943,-,operational,www.radicokhaitan.com,No,,single malt,,,79.03535,28.77469,https://whiskey-map.com/distillery/radico-khaitan/1966
Ragged Branch,https://www.instagram.com/raggedbranch,,"Virginia, United States",2018,"Chris Sarpy, Alex Toomy, Russell Nance",operational,raggedbranch.com,Yes,,"bourbon, rye",,,-78.62674,38.00741,https://whiskey-map.com/distillery/ragged-branch/1967
Ranger Creek,https://www.instagram.com/rangercreek,,"Texas, United States",2010,,operational,drinkrangercreek.com,Yes,,"bourbon, rye, moonshine",,,-98.39706,29.52943,https://whiskey-map.com/distillery/ranger-creek/1970
Ransom,,,"Oregon, United States",1997,,operational,ransomspirits.com,Yes,,"bourbon, rye",,,-123.46614,45.09211,https://whiskey-map.com/distillery/ransom/1971
Rebecca Creek,https://www.instagram.com/rebeccacreekwhiskey,,"Texas, United States",2009,Steve Ison & Mike Cameron,operational,rebeccacreekwhiskey.com,Yes,,"blended, bourbon",,,-98.45454,29.69415,https://whiskey-map.com/distillery/rebecca-creek/1974
Red Fork,https://www.instagram.com/redforkdistillery,,"Oklahoma, United States",2015,,operational,www.redforkdistilleryok.com,Yes,,"bourbon, moonshine",,,-96.00893,36.11522,https://whiskey-map.com/distillery/red-fork/1979
Reisetbauer,https://www.instagram.com/reisetbauer_brand,,"Upper Austria, Austria",1990,Julia & Hans Reisetbauer,operational,www.reisetbauer.at,No,,single malt,,,14.11499,48.25478,https://whiskey-map.com/distillery/reisetbauer/1981
Republic Restoratives,https://www.instagram.com/republicrestoratives,,"District of Columbia, United States",2016,,operational,www.republicrestoratives.com,Yes,,"bourbon, rye",,,-76.98532,38.91528,https://whiskey-map.com/distillery/republic-restoratives/1982
Reservoir,https://www.instagram.com/reservoirdistillery,,"Virginia, United States",2008,Jay Carpenter & David Cuttino,operational,www.reservoirdistillery.com,Yes,,"bourbon, rye",,,-77.46821,37.56961,https://whiskey-map.com/distillery/reservoir/1983
Riachi,https://www.instagram.com/athyrwhisky,,"Matn, Lebanon",2013,Roi Riachi,operational,athyrwhisky.com,Yes,,single malt,,,35.73861,33.92299,https://whiskey-map.com/distillery/riachi/1987
Rock Town,https://www.instagram.com/rocktowndistill,,"Arkansas, United States",2010,Diana & Phil Brandon,operational,www.rocktowndistillery.com,Yes,,"bourbon, rye, moonshine",,,-92.27207,34.73702,https://whiskey-map.com/distillery/rock-town/1998
Rockfilter,,,"Maine, United States",-,Christian Myrah,operational,www.rockfilterdistillery.com,Yes,,"bourbon, rye",,,-91.63566,43.56165,https://whiskey-map.com/distillery/rockfilter/2000
Roe & Co,https://www.instagram.com/roeandcowhiskey,,"Leinster, Ireland",-,-,operational,www.roeandcowhiskey.com,Yes,,"blended, single malt, irish",barley,,-6.28581,53.34383,https://whiskey-map.com/distillery/roe-co/2003
Rogue Spirits,https://www.instagram.com/RogueAles,,"Oregon, United States",1988,,operational,www.rogue.com,Yes,,bourbon,,,-124.05242,44.62011,https://whiskey-map.com/distillery/rogue-spirits/2004
Rosebank,https://www.instagram.com/Rosebank,,"Lowlands, United Kingdom",2017,,startup,www.rosebank.com,No,,single malt,,,-3.80338,56.00247,https://whiskey-map.com/distillery/rosebank/2006
Royal Oak,,,"Leinster, Ireland",2016,Illva Saronno,operational,royaloakdistillery.com,No,,"blended, irish",,,-6.98045,52.70229,https://whiskey-map.com/distillery/royal-oak/2018
Rugenbräu,https://www.instagram.com/rugenbrau1866,,"Bern, Switzerland",1866,,operational,www.rugenbraeu.ch,Yes,,single malt,,,7.85515,46.67052,https://whiskey-map.com/distillery/rugenbrau/2019
Rush Creek Distilling,https://www.instagram.com/rushcreekdistilling,,"Illinois, United States",2017,,operational,rushcreekdistilling.com,Yes,,"bourbon, rye",,,-88.6336,42.4226,https://whiskey-map.com/distillery/rush-creek-distilling/2020
Sacred Spirits,https://www.instagram.com/sacredgin,,"London, United Kingdom",2008,,operational,sacredgin.com,Yes,,single malt,,,-0.14738,51.57074,https://whiskey-map.com/distillery/sacred-spirits/2025
Sagamore Spirit,https://www.instagram.com/sagamorespirit,,"Maryland, United States",2013,,operational,sagamorespirit.com,Yes,,rye,,,-76.60615,39.26378,https://whiskey-map.com/distillery/sagamore-spirit/2027
Sakurao,https://www.instagram.com/sakuraodistillery,,"Chugoku, Japan",2018,Chugoku Jozo Co.,operational,www.sakuraodistillery.com,Yes,,"blended, single malt",,,132.33953,34.35486,https://whiskey-map.com/distillery/sakurao/2030
Sall Whisky,https://www.instagram.com/sallwhisky,,"Midtjylland, Denmark",2018,,operational,sallwhisky.com,No,,single malt,,,9.82273,56.2787,https://whiskey-map.com/distillery/sall-whisky/2031
Samalens,https://www.instagram.com/tchankat,,"Occitania, France",1882,,operational,tchankat.com,No,,unknown,"barley, rye, corn",,-0.11174,43.80893,https://whiskey-map.com/distillery/samalens/2033
Samuel Smith & Son,https://www.instagram.com/samuelsmithandson,,"South Australia, Australia",1923,,closed,www.samsmith.com,No,,single malt,,,139.0564,-34.51307,https://whiskey-map.com/distillery/samuel-smith-son/2036
Santa Fe Spirits,https://www.instagram.com/santafespirits,,"New Mexico, United States",2010,Colin Keegan,operational,santafespirits.com,Yes,,single malt,,,-106.0654,35.63602,https://whiskey-map.com/distillery/santa-fe-spirits/2043
SanTan Spirits,https://www.instagram.com/santanspirits,,"Arizona, United States",2007,,operational,santanspirits.com,Yes,,"bourbon, rye",,,-111.83366,33.33451,https://whiskey-map.com/distillery/santan-spirits/2045
